ID;Name_lang;Description_lang;Map;JournalInstanceID;DungeonEncounterID;OrderIndex;FirstSectionID;UiMapID;MapDisplayConditionID;Flags;DifficultyMask
570;Mennu the Betrayer;Mennu is one of the Broken, draenei twisted and deformed by demonic energies unleashed by the orcs. When the naga invaded Zangarmarsh, many of these tragic beings desperately attempted to escape the region. Mennu, however, chose a different path to freedom. In exchange for his own life, he betrayed his fellow Broken to the serpentine invaders and agreed to lord over his kin as a slave driver.;0.49043700098991394,0.27049198746681213;260;1939;1;5902;265;0;0;-1
571;Rokmar the Crackler;Following Draenor's destruction, Rokmar fled into the depths of Zangarmarsh. The energies that had torn the world apart enveloped the behemoth, bolstering its strength and size at the price of constant agony. The naga were awed by Rokmar's ferocity when they first arrived in the region. Rather than kill the beast, they enslaved it and used the creature to subjugate much of Zangarmarsh's indigenous life.;0.5806009769439697,0.4057379961013794;260;1941;2;5907;265;0;0;-1
572;Quagmirran;Quagmirran was once a ruler of Zangarmarsh's immense fungal giants. He was captured by the naga while wandering the region's serpentine caverns and subjected to excruciating torture. Now this broken being serves his overlords without question, silencing all who oppose the will of Lady Vashj.;0.821038007736206,0.7684419751167297;260;1940;3;5977;265;0;0;-1
573;Hydromancer Thespia;At the height of the night elf empire, the Highborne Thespia delighted in art and music. Her love of these things vanished during the Great Sundering, when she and many of her kin were sucked into Azeroth's deeps and transformed into hateful naga. In the millennia that followed, Thespia remained a close confidant of her childhood friend, Lady Vashj. Without hesitation, she journeyed with her comrade to Zangarmarsh and vowed to oversee the naga's quest to drain the region's water supply.;0.5423499941825867,0.13729499280452728;261;1942;1;5982;263;0;0;-1
574;Mekgineer Steamrigger;The irradiation of Gnomeregan transformed many of the city's survivors into leper gnomes. Among these victims was the brilliant Mekgineer Steamrigger. Although he escaped Gnomeregan and retained his intellect, whatever ethics and compassion he had once possessed were gone. He wandered Azeroth, selling his knowledge to a number of unscrupulous groups such as the Bloodsail Buccaneers. Recently, the naga hired Steamrigger to operate the intricate machinery in Zangarmarsh's Steamvault.;0.3415299952030182,0.8196719884872437;261;1943;2;5996;263;0;0;-1
575;Warlord Kalithresh;Deep within the Steamvault, the naga have begun experimenting with a mysterious substance to strengthen their warriors and purge them of fear. Kalithresh was one of Lady Vashj's first servants to volunteer as a test subject for this dark elixir. As reward, he has been charged with guarding the expansive Steamvault and ensuring the region's arcane machinery operates without interruption.;0.7595630288124084,0.43647500872612;261;1944;3;6001;263;0;0;-1
576;Hungarfen;Unlike his ally, Quagmirran, the great fungal giant Hungarfen has thus far eluded enslavement by the naga. Nonetheless, he remains aggressive to all outsiders who tread into the deepest caverns of Zangarmarsh. Oblivious to the naga's machinations in other parts of the region, Hungarfen spends much of his time tending the Underspore, an ancient plant said to be his most prized possession.;0.6939889788627625,0.899590015411377;262;1946;1;6006;262;0;0;-1
577;Ghaz'an;Historians have long disagreed about whether the immense hydras of Azeroth and Outland share a common ancestor. What is clear, however, is that these ruthless creatures have existed on both realms since ancient times. Ghaz'an is one of the most infamous and fearsome hydras on Outland. Under the control of Lady Vashj, this ravenous fiend has stormed the lower reaches of Zangarmarsh to terrorize the region's denizens.;0.7868850231170654,0.28893500566482544;262;1945;2;6009;262;0;0;-1
578;Swamplord Musel'ek;To be one of the Broken is to be an outcast. This truth weighs heavy on Swamplord Musel'ek. Although he is a member of the Murkblood Broken, he prefers to roam the caverns beneath Zangarmarsh alone. During one of these recent wanderings, he used his mastery over beasts to enthrall Windcaller Claw, a druid who had been exploring the area in the form of a ferocious bear. Musel'ek has forced Claw to act as a loyal companion who will not judge him for the twisted being he has become.;0.41530001163482666,0.24180300533771515;262;1947;3;6013;262;0;0;-1
579;The Black Stalker;The marsh walkers of Outland are towering creatures that prowl the wilds, feasting on any lesser creatures they come across. The sporelings of Zangarmarsh tell tales concerning one of these predators, a particularly ruthless beast known as the Black Stalker. Broodmother to all marsh walkers, it is said she emerges from her lair deep in the Underbog only to satisfy her hunger for delicious sporelings.;0.24726800620555878,0.45696699619293213;262;1948;4;6036;262;0;0;-1
580;Elder Nadox;Nadox was once a venerated nerubian leader who taught the ancient ways of his race to generations of broods. When the War of the Spider ravaged Azjol-Nerub, he was overcome by legions of undead. The Lich King reanimated his corpse and bled everything wise and noble from Nadox, forcing him to slaughter his students, friends, and all other nerubians who opposed the might of the Scourge.;0.6967210173606873,0.27049198746681213;271;1969;1;6041;132;0;0;-1
581;Prince Taldaram;After Kael'thas's failed assault against the Lich King, some of his greatest blood elf followers were slaughtered and raised into undeath as darkfallen. Prince Taldaram is one of these cunning and bloodthirsty vampiric beings. Always seeking to please the Lich King, he has entered the war-torn depths of Ahn'kahet in search of lost nerubian relics that can empower the Scourge's murderous ranks.;0.631147027015686,0.4959009885787964;271;1966;2;6050;132;0;0;-1
582;Jedoga Shadowseeker;Jedoga dreams of apocalypse. She is rumored to be one of the most fanatical adherents of the Twilight's Hammer. Under the guidance of the ruthless ogre mage Cho'gall, she learned to twist her shamanic powers to serve the Old Gods. Not long ago, Jedoga journeyed into the bowels of Ahn'kahet to prepare for the glorious day when Yogg-Saron will arise and envelop the lands of Azeroth in shadow.;0.4822399914264679,0.725409984588623;271;1967;3;6055;132;0;0;-1
583;Amanitar;For ages, fungi and other benign forms of life have thrived in Ahn'kahet's damp sun-starved caverns. Only recently has Yogg-Saron spread its oppressive will into this isolated ecosystem. The Old God used its immense corruptive powers to warp one of Ahn'kahet's native beasts into a monstrous creature known as Amanitar, an unthinking terror bristling with the destructive energies of its master.;0.6721310019493103,0.7868850231170654;271;1989;4;6060;132;0;2;2
584;Herald Volazj;Amid the Scourge's invasion of Azjol-Nerub, many of the kingdom's denizens tunneled underground to escape the Lich King's minions. Yet some of them dug too deep, exposing the tendrils of Yogg-Saron. Roused by this disturbance, the entity has sent one of its most ancient warriors - Herald Volazj - to cull the beleaguered nerubians and annihilate anyone foolish enough to threaten the Old God.;0.2363390028476715,0.5040979981422424;271;1968;5;6067;132;0;0;-1
585;Krik'thir the Gatewatcher;The gates of Azjol-Nerub stood unchallenged for centuries until the arrival of the Lich King. In mockery of Krik'thir's inability to protect his home, the nerubian was raised into undeath and forced to protect the very gates he failed to guard successfully in life.;0.5013660192489624,0.4508199989795685;272;1971;1;6073;159;0;0;-1
586;Hadronox;During the fall of Azjol-Nerub, nerubian viziers released a single spider that would one day grow to challenge the unyielding forces of the Lich King. Hadronox was instilled with a desire to avenge the fallen and reclaim its home from any that dare threaten it.;0.43169400095939636,0.5942620038986206;272;1972;2;6351;158;0;0;-1
587;Anub'arak;The fates of Azjol-Nerub and Anub'arak have long been intertwined. In life, he was the empire's king. In death, he was its conqueror. Charged by the Lich King to protect his old empire once more, the traitor king stands vigilant against any that threaten his kingdom.;0.6215850114822388,0.4877049922943115;272;1973;3;6355;157;0;0;-1
588;Trollgore;The Drakkari were among the most vicious troll tribes and Trollgore was a paragon of the tribe's savagery. This hulking monstrosity discovered that his vaunted ferocity paled in comparison to the Lich King's and he now serves as a grisly warning to all that dare challenge Arthas' reign.;0.5655739903450012,0.18237699568271637;273;1974;1;6370;160;0;0;-1
589;Novos the Summoner;Novos was ever the opportunist and sought a means to rise above his mundane peers. The cultist carved his heart from his body and presented the still beating organ to his master seconds before his death. His initiative impressed his master who in turn remade him into a lich.;0.7021859884262085,0.47950801253318787;273;1976;2;6375;160;0;0;-1
590;King Dred;King Dred is a legend amongst the Drakkari. Stories tell of a troll hunting party locating a mighty beast that thrived in a habitat saturated with Scourge plague. The trolls tamed the devilsaur, believing that he alone held an antidote for the savage disease devastating their people.;0.6120219826698303,0.8627049922943115;273;1977;3;6390;160;0;0;-1
591;The Prophet Tharon'ja;Not even the stolen powers of a loa could stay death's hand as the Scourge marched on Drak'Tharon Keep. Tharon'ja now prophesies only triumph for his new master as legions of trolls are slaughtered before the Lich King.;0.47677600383758545,0.13319699466228485;273;1975;4;6396;161;0;0;-1
592;Slad'ran;Slad'ran took no pleasure in sacrificing the loa he had served all his life. As the powers of his god surged into him, the high prophet swore that the Scourge would suffer for the atrocities the Drakkari trolls were forced to commit.;0.5396170020103455,0.4856559932231903;274;1978;1;6411;154;0;0;-1
